,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
3604,3520,2021,EN,FT,Machine Learning Engineer,125000,US,100,US,S
3614,3224,2021,MI,FT,Machine Learning Engineer,51064,IT,50,IT,L
3652,3566,2021,SE,FT,Machine Learning Engineer,94564,DE,50,DE,L
3665,3540,2021,MI,FT,Machine Learning Engineer,47282,ES,100,ES,S
56,1186,2023,SE,FT,Machine Learning Engineer,140000,US,100,US,M
3709,3744,2020,SE,FT,Machine Learning Engineer,45618,HR,100,HR,S
3715,3623,2020,SE,FT,Machine Learning Engineer,150000,US,50,US,L
15,1199,2023,SE,FT,Machine Learning Engineer,204500,US,0,US,M
14,1200,2023,SE,FT,Machine Learning Engineer,142200,US,0,US,M
3732,3545,2020,EN,FT,Machine Learning Engineer,250000,US,50,US,L
9,1206,2023,MI,FT,Machine Learning Engineer,48609,GB,100,GB,M
6,1209,2023,SE,FT,Machine Learning Engineer,147100,US,0,US,M
5,1210,2023,SE,FT,Machine Learning Engineer,90700,US,0,US,M
3745,3549,2020,EN,FT,Machine Learning Engineer,138000,US,100,US,S
55,1187,2023,SE,FT,Machine Learning Engineer,288000,US,100,US,M
57,1185,2023,SE,FT,Machine Learning Engineer,288000,US,100,US,M
3371,2367,2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
3443,2341,2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
3372,2366,2022,SE,FT,Machine Learning Engineer,204500,US,0,US,M
3384,2382,2022,SE,FT,Machine Learning Engineer,201000,US,0,US,M
3405,2383,2022,SE,FT,Machine Learning Engineer,119000,US,0,US,M
3411,2334,2022,SE,FT,Machine Learning Engineer,142200,US,0,US,M
3412,2333,2022,SE,FT,Machine Learning Engineer,204500,US,0,US,M
91,1179,2023,SE,FT,Machine Learning Engineer,139500,US,0,US,M
90,1180,2023,SE,FT,Machine Learning Engineer,109400,US,0,US,M
3435,2347,2022,SE,FT,Machine Learning Engineer,172200,US,0,US,M
3437,2346,2022,SE,FT,Machine Learning Engineer,247500,US,0,US,M
3444,2340,2022,SE,FT,Machine Learning Engineer,204500,US,0,US,M
3550,3668,2021,EN,FT,Machine Learning Engineer,81000,US,50,US,S
3460,3629,2021,EN,FT,Machine Learning Engineer,85000,NL,100,DE,S
3463,3639,2021,SE,FT,Machine Learning Engineer,66265,IN,0,IN,L
3467,3650,2021,SE,FT,Machine Learning Engineer,24342,IN,100,IN,L
79,1135,2023,MI,FT,Machine Learning Engineer,148500,US,0,US,M
78,1136,2023,MI,FT,Machine Learning Engineer,126277,US,0,US,M
3471,3648,2021,EN,FT,Machine Learning Engineer,24823,DE,50,DE,M
3500,3619,2021,SE,FT,Machine Learning Engineer,185000,US,50,US,L
3511,3656,2021,EN,FT,Machine Learning Engineer,21844,CO,50,CO,M
3523,3718,2021,MI,FT,Machine Learning Engineer,74000,JP,50,JP,S
195,1271,2023,SE,FT,Machine Learning Engineer,284310,US,0,US,M
180,1261,2023,SE,FT,Machine Learning Engineer,220000,US,0,US,M
2689,2010,2022,SE,FT,Machine Learning Engineer,185000,MX,100,MX,M
272,996,2023,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2034,2704,2022,SE,FT,Machine Learning Engineer,140000,CA,0,CA,M
2044,2705,2022,SE,FT,Machine Learning Engineer,110000,CA,0,CA,M
2101,2806,2022,SE,FT,Machine Learning Engineer,63040,FI,50,FI,S
2114,2793,2022,SE,FT,Machine Learning Engineer,131300,US,100,US,L
2115,2792,2022,SE,FT,Machine Learning Engineer,195400,US,100,US,L
279,989,2023,MI,FT,Machine Learning Engineer,200000,US,0,US,M
278,990,2023,MI,FT,Machine Learning Engineer,175000,US,0,US,M
2175,2732,2022,SE,FT,Machine Learning Engineer,180000,US,100,US,M
273,995,2023,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2197,2762,2022,SE,FT,Machine Learning Engineer,200000,PR,100,PR,M
2391,3421,2022,MI,FT,Machine Learning Engineer,120000,US,100,US,S
2202,3047,2022,SE,FT,Machine Learning Engineer,131300,US,100,US,L
2208,3341,2022,SE,FT,Machine Learning Engineer,192600,US,100,US,M
2209,3340,2022,SE,FT,Machine Learning Engineer,214000,US,100,US,M
198,1287,2023,SE,FT,Machine Learning Engineer,188800,US,100,US,M
2320,3442,2022,MI,FT,Machine Learning Engineer,83864,AU,100,AU,L
263,1005,2023,SE,FT,Machine Learning Engineer,153400,US,0,US,M
262,1006,2023,SE,FT,Machine Learning Engineer,122700,US,0,US,M
2329,3431,2022,SE,FT,Machine Learning Engineer,68293,IE,100,IE,S
254,987,2023,SE,FT,Machine Learning Engineer,142200,US,0,US,M
2003,2692,2022,SE,FT,Machine Learning Engineer,210000,US,100,US,M
2002,2693,2022,SE,FT,Machine Learning Engineer,180000,US,100,US,M
303,905,2023,SE,FT,Machine Learning Engineer,142200,US,0,US,M
304,904,2023,SE,FT,Machine Learning Engineer,204500,US,0,US,M
1897,3013,2022,SE,FT,Machine Learning Engineer,129300,US,0,US,M
1899,3012,2022,SE,FT,Machine Learning Engineer,193900,US,0,US,M
1901,3046,2022,SE,FT,Machine Learning Engineer,202900,US,100,US,L
1911,3001,2022,SE,FT,Machine Learning Engineer,150000,US,100,US,L
1912,3000,2022,SE,FT,Machine Learning Engineer,200000,US,100,US,L
322,942,2023,SE,FT,Machine Learning Engineer,163800,US,0,US,M
321,943,2023,SE,FT,Machine Learning Engineer,126000,US,0,US,M
1934,3022,2022,SE,FT,Machine Learning Engineer,167100,US,0,US,M
1935,3021,2022,SE,FT,Machine Learning Engineer,248700,US,0,US,M
318,946,2023,SE,FT,Machine Learning Engineer,204500,US,0,US,M
317,947,2023,SE,FT,Machine Learning Engineer,142200,US,0,US,M
1944,2967,2022,MI,FT,Machine Learning Engineer,128058,GB,50,GB,L
1968,2995,2022,SE,FT,Machine Learning Engineer,164996,US,0,US,M
1970,2994,2022,SE,FT,Machine Learning Engineer,189650,US,0,US,M
1973,2991,2022,SE,FT,Machine Learning Engineer,85000,US,100,US,M
1974,2990,2022,SE,FT,Machine Learning Engineer,135000,US,100,US,M
1989,2974,2022,SE,FT,Machine Learning Engineer,148800,US,100,US,M
1990,2973,2022,SE,FT,Machine Learning Engineer,186000,US,100,US,M
1993,2731,2022,SE,FT,Machine Learning Engineer,210000,US,100,US,M
253,986,2023,SE,FT,Machine Learning Engineer,204500,US,0,US,M
2316,3445,2022,SE,FT,Machine Learning Engineer,59888,NL,100,NL,L
2627,2074,2022,MI,FT,Machine Learning Engineer,150000,US,0,US,M
2462,3136,2022,SE,FT,Machine Learning Engineer,202900,US,100,US,L
2603,3206,2022,SE,FT,Machine Learning Engineer,189650,US,0,US,M
226,1128,2023,SE,FT,Machine Learning Engineer,180000,US,100,US,M
2456,3143,2022,EN,FT,Machine Learning Engineer,83000,US,0,US,L
2616,3193,2022,EN,FT,Machine Learning Engineer,35093,GB,100,GB,L
2602,3207,2022,SE,FT,Machine Learning Engineer,164996,US,0,US,M
2583,3174,2022,MI,FT,Machine Learning Engineer,84053,FR,100,DE,M
210,1286,2023,SE,FT,Machine Learning Engineer,318300,US,100,US,M
224,1129,2023,SE,FT,Machine Learning Engineer,200000,US,100,US,M
2443,3156,2022,MI,FT,Machine Learning Engineer,116976,GB,0,GB,M
2628,2073,2022,MI,FT,Machine Learning Engineer,230000,US,0,US,M
2489,3052,2022,MI,FT,Machine Learning Engineer,129300,US,0,US,M
2490,3051,2022,MI,FT,Machine Learning Engineer,193900,US,0,US,M
2631,2070,2022,MI,FT,Machine Learning Engineer,90000,US,0,US,M
2461,3137,2022,SE,FT,Machine Learning Engineer,131300,US,100,US,L
2438,3105,2022,SE,FT,Machine Learning Engineer,180000,US,100,US,M
2437,3106,2022,SE,FT,Machine Learning Engineer,100000,US,100,US,M
2502,3093,2022,EN,FT,Machine Learning Engineer,30000,GB,100,GB,L
2646,2055,2022,SE,FT,Machine Learning Engineer,120000,US,0,US,M
2647,2054,2022,SE,FT,Machine Learning Engineer,192000,US,0,US,M
2414,3050,2022,EN,FT,Machine Learning Engineer,115000,US,50,US,L
2407,3404,2022,SE,FT,Machine Learning Engineer,220000,US,100,US,M
2517,3157,2022,MI,FT,Machine Learning Engineer,92350,GB,0,GB,M
2406,3405,2022,SE,FT,Machine Learning Engineer,120000,US,100,US,M
2577,3180,2022,SE,FT,Machine Learning Engineer,164996,US,0,US,M
2578,3179,2022,SE,FT,Machine Learning Engineer,189650,US,0,US,M
2403,3408,2022,SE,FT,Machine Learning Engineer,120000,AE,100,AE,S
2402,3409,2022,SE,FT,Machine Learning Engineer,65000,AE,100,AE,S
2860,1867,2022,EN,FT,Machine Learning Developer,40000,PK,100,AU,M
3610,2834,2021,EN,FT,Machine Learning Developer,15000,TH,100,TH,L
3577,3503,2021,EN,FT,Machine Learning Developer,100000,IQ,50,IQ,S
2393,3418,2022,MI,FT,Machine Learning Developer,76814,CA,100,CA,M
3381,2380,2022,EN,FT,Machine Learning Developer,33000,IT,100,DE,S
2418,3127,2022,EN,FT,Machine Learning Developer,180000,US,100,US,L
2351,3452,2022,SE,FT,Machine Learning Developer,76814,CA,100,CA,M
2716,2025,2022,MI,FT,MLOps Engineer,124000,US,100,US,M
2702,2024,2022,MI,FT,MLOps Engineer,134000,US,100,US,M
1680,496,2023,MI,FT,MLOps Engineer,124000,US,100,US,M
1681,495,2023,MI,FT,MLOps Engineer,134000,US,100,US,M
3624,3476,2021,MI,FT,ML Engineer,63711,JP,50,JP,S
3637,3475,2021,MI,FT,ML Engineer,77364,JP,50,JP,S
593,1,2023,MI,CT,ML Engineer,30000,US,100,US,S
626,1725,2023,SE,FT,ML Engineer,202353,US,0,US,M
3667,3538,2021,MI,CT,ML Engineer,270000,US,100,US,L
1207,2,2023,MI,CT,ML Engineer,25500,US,100,US,S
2812,2153,2022,SE,FT,ML Engineer,183000,US,100,US,M
2813,2152,2022,SE,FT,ML Engineer,243000,US,100,US,M
3496,3615,2021,SE,FT,ML Engineer,256000,US,100,US,S
627,1724,2023,SE,FT,ML Engineer,289076,US,0,US,M
2864,1889,2022,SE,FT,ML Engineer,185000,US,100,US,M
3146,2513,2022,MI,FT,ML Engineer,100000,US,100,US,M
876,1525,2023,SE,FT,ML Engineer,200000,US,0,US,M
875,1526,2023,SE,FT,ML Engineer,135000,US,0,US,M
1406,728,2023,MI,FT,ML Engineer,160000,US,0,US,M
2318,3498,2022,EN,FT,ML Engineer,21013,PT,100,PT,L
753,1364,2023,SE,FT,ML Engineer,220000,US,0,US,M
752,1365,2023,SE,FT,ML Engineer,150000,US,0,US,M
1386,779,2023,SE,FT,ML Engineer,260000,CA,100,CA,M
1385,780,2023,SE,FT,ML Engineer,110000,CA,100,CA,M
2448,3151,2022,SE,FT,ML Engineer,160000,US,0,US,M
548,1632,2023,SE,FT,ML Engineer,203500,US,100,US,M
2185,2774,2022,SE,FT,ML Engineer,130000,US,100,US,M
2184,2775,2022,SE,FT,ML Engineer,84000,US,100,US,M
1377,729,2023,MI,FT,ML Engineer,147000,US,0,US,M
2449,3150,2022,SE,FT,ML Engineer,240000,US,0,US,M
2162,2745,2022,SE,FT,ML Engineer,195400,US,100,US,L
2161,2746,2022,SE,FT,ML Engineer,131300,US,100,US,L
2065,2637,2022,MI,FT,ML Engineer,98200,US,100,US,L
2062,2636,2022,MI,FT,ML Engineer,148500,US,100,US,L
3071,2512,2022,MI,FT,ML Engineer,180000,US,100,US,M
2865,1888,2022,SE,FT,ML Engineer,235000,US,100,US,M
550,1631,2023,SE,FT,ML Engineer,234100,US,100,US,M
3754,3576,2020,EN,PT,ML Engineer,15966,DE,100,DE,S
2012,2683,2022,SE,FT,Lead Machine Learning Engineer,69344,PT,100,PT,L
2336,3491,2022,SE,FT,Lead Machine Learning Engineer,84053,DE,0,DE,M
1945,2966,2022,SE,FT,Lead Machine Learning Engineer,95386,IN,50,IN,L
3581,3489,2021,SE,FT,Lead Data Scientist,40570,IN,50,IN,L
1839,2943,2022,SE,FT,Lead Data Scientist,29944,PT,50,PT,S
2016,2679,2022,SE,FT,Lead Data Scientist,156868,US,100,US,L
1924,3035,2022,MI,FT,Lead Data Scientist,61566,GB,50,GB,S
3742,3607,2020,MI,FT,Lead Data Scientist,115000,AE,0,AE,L
3731,3642,2020,SE,FT,Lead Data Scientist,190000,US,100,US,S
2873,1868,2022,SE,FT,Lead Data Scientist,56723,IN,0,IN,L
2897,1019,2022,SE,FT,Lead Data Scientist,192000,US,100,US,L
2902,603,2022,SE,FT,Lead Data Scientist,172309,IE,100,IE,L
3490,3582,2021,SE,FT,Lead Data Engineer,276000,US,0,US,L
3469,3637,2021,SE,FT,Lead Data Engineer,160000,PR,50,US,S
3748,3686,2020,MI,FT,Lead Data Engineer,56000,PT,100,US,M
3654,3564,2021,SE,FT,Lead Data Engineer,103160,GB,100,GB,S
3721,3657,2020,SE,FT,Lead Data Engineer,125000,NZ,50,NZ,S
2574,3183,2022,EX,FT,Lead Data Engineer,115222,CA,100,CA,S
3539,3734,2021,MI,FT,Lead Data Analyst,19609,IN,100,IN,L
3656,3552,2021,SE,FT,Lead Data Analyst,170000,US,100,US,L
1368,738,2023,MI,FT,Lead Data Analyst,18238,IN,50,IN,L
1106,391,2023,MI,FT,Lead Data Analyst,68000,US,0,US,L
3717,3663,2020,MI,FT,Lead Data Analyst,87000,US,100,US,L
445,1048,2023,MI,FT,Insight Analyst,51039,GB,0,GB,M
444,1049,2023,MI,FT,Insight Analyst,42533,GB,0,GB,M
2617,3192,2022,EX,FT,Head of Machine Learning,76309,IN,50,IN,L
2291,3310,2022,EX,FT,Head of Data Science,224000,US,100,US,M
714,1462,2023,MI,FT,Head of Data Science,60795,IN,50,IN,L
777,1397,2023,EX,FT,Head of Data Science,195800,US,0,US,M
402,1035,2023,EX,FT,Head of Data Science,127467,GB,0,GB,M
778,1396,2023,EX,FT,Head of Data Science,314100,US,0,US,M
403,1034,2023,EX,FT,Head of Data Science,160288,GB,0,GB,M
3507,3610,2021,MI,FT,Head of Data Science,110000,US,0,US,S
2290,3311,2022,EX,FT,Head of Data Science,167875,US,100,US,M
3602,3518,2021,EX,FT,Head of Data Science,85000,RU,0,RU,M
3603,3519,2021,EX,FT,Head of Data,230000,RU,50,RU,L
1238,228,2023,EX,FT,Head of Data,329500,US,0,US,M
1124,229,2023,EX,FT,Head of Data,269600,US,0,US,M
237,973,2023,SE,FT,Head of Data,75116,PT,100,PT,L
2317,3444,2022,MI,FT,Head of Data,31520,EE,100,EE,S
2325,3437,2022,SE,FT,Head of Data,200000,MY,100,US,M
3661,3557,2021,EX,FT,Head of Data,235000,US,100,US,L
3137,2446,2022,EX,FT,Head of Data,205000,US,0,US,M
3136,2447,2022,EX,FT,Head of Data,160000,US,0,US,M
3623,3436,2021,SE,FT,Head of Data,102839,SI,100,SI,L
1867,2887,2022,MI,FT,Financial Data Analyst,75000,US,0,US,M
1437,713,2023,MI,FT,Financial Data Analyst,130000,US,100,US,L
2352,3486,2022,EN,FT,Financial Data Analyst,100000,US,50,US,L
3518,3715,2021,SE,FT,Finance Data Analyst,61896,GB,50,GB,L
1254,185,2023,MI,FT,ETL Engineer,57723,GB,100,GB,M
1255,184,2023,MI,FT,ETL Engineer,85066,GB,100,GB,M
2041,2708,2022,SE,FT,ETL Developer,250000,US,100,US,M
1977,2986,2022,SE,FT,ETL Developer,250000,US,0,US,M
1976,2987,2022,SE,FT,ETL Developer,63000,US,0,US,M
1959,2952,2022,SE,FT,ETL Developer,124270,US,100,US,M
1960,2951,2022,SE,FT,ETL Developer,146200,US,100,US,M
2575,3182,2022,MI,FT,ETL Developer,52533,GR,0,GR,M
2576,3181,2022,MI,FT,ETL Developer,52533,GR,0,GR,M
2040,2709,2022,SE,FT,ETL Developer,63000,US,100,US,M
1862,2844,2022,SE,FT,ETL Developer,63000,US,100,US,M
1876,2843,2022,SE,FT,ETL Developer,250000,US,100,US,M
2392,3420,2022,EX,FT,Director of Data Science,192037,CA,50,CA,L
3600,3515,2021,EX,FT,Director of Data Science,130026,DE,50,DE,M
159,1339,2023,SE,FT,Director of Data Science,125686,CA,50,CA,M
1640,479,2023,EX,FT,Director of Data Science,249300,US,0,US,M
3537,3745,2021,SE,FT,Director of Data Science,168000,JP,0,JP,S
1641,478,2023,EX,FT,Director of Data Science,353200,US,0,US,M
1838,2849,2022,SE,FT,Director of Data Science,57786,FR,50,FR,L
3598,3512,2021,EX,FT,Director of Data Science,250000,US,0,US,L
3711,3697,2020,EX,FT,Director of Data Science,325000,US,100,US,L
3456,3643,2021,EX,FT,Director of Data Science,141846,DE,0,DE,L
3642,3541,2021,EX,FT,Director of Data Science,153667,IT,100,PL,L
1529,805,2023,SE,FT,Deep Learning Researcher,123405,DE,0,DE,L
656,1754,2023,EN,FT,Deep Learning Engineer,120000,US,0,US,M
3347,2245,2022,MI,FT,Deep Learning Engineer,86193,GB,100,GB,M
346,1092,2023,MI,FT,Deep Learning Engineer,100000,US,100,US,M
3346,2246,2022,MI,FT,Deep Learning Engineer,49253,GB,100,GB,M
657,1753,2023,EN,FT,Deep Learning Engineer,150000,US,0,US,M
347,1091,2023,MI,FT,Deep Learning Engineer,150000,US,100,US,M
1235,30,2023,SE,FT,Data Strategist,72000,CA,0,CA,M
1224,29,2023,SE,FT,Data Strategist,90000,CA,0,CA,M
2785,2127,2022,SE,FT,Data Specialist,70000,US,0,US,M
1083,372,2023,MI,FT,Data Specialist,80000,US,0,US,M
1792,2931,2022,SE,FT,Data Specialist,70000,US,100,US,M
2160,2747,2022,EN,FT,Data Specialist,105000,CL,100,US,L
1095,371,2023,MI,FT,Data Specialist,130000,US,0,US,M
3521,3749,2021,SE,FT,Data Specialist,165000,US,100,US,L
1812,2930,2022,SE,FT,Data Specialist,95000,US,100,US,M
2786,2126,2022,SE,FT,Data Specialist,110000,US,0,US,M
3351,2241,2022,MI,FT,Data Specialist,165000,US,0,US,M
3350,2242,2022,MI,FT,Data Specialist,135000,US,0,US,M
2713,2040,2022,SE,FT,Data Specialist,70000,US,0,US,M
2503,3092,2022,SE,FT,Data Specialist,148700,US,100,US,L
2504,3091,2022,SE,FT,Data Specialist,221300,US,100,US,L
2714,2039,2022,SE,FT,Data Specialist,110000,US,0,US,M
3114,2416,2022,MI,FT,Data Scientist Lead,89306,AT,50,AT,L
2027,2722,2022,SE,FT,Data Scientist Lead,183000,US,100,US,L
1496,896,2023,MI,FT,Data Scientist,116990,US,100,US,M
1454,708,2023,EX,FT,Data Scientist,145000,US,0,US,M
2867,1886,2022,SE,FT,Data Scientist,190000,US,0,US,M
156,1342,2023,SE,FT,Data Scientist,250000,US,0,US,M
1503,889,2023,MI,FT,Data Scientist,97750,US,100,US,M
157,1341,2023,EN,FT,Data Scientist,12767,IN,50,IN,L
2825,2139,2022,SE,FT,Data Scientist,47280,ES,0,ES,M
1501,891,2023,SE,FT,Data Scientist,122000,US,0,US,M
2831,1999,2022,EX,FT,Data Scientist,159000,US,100,US,M
1502,890,2023,SE,FT,Data Scientist,201000,US,0,US,M
1450,700,2023,MI,FT,Data Scientist,100000,US,0,US,M
2870,1883,2022,MI,FT,Data Scientist,110000,US,0,US,M
1490,844,2023,SE,FT,Data Scientist,123900,US,100,US,M
168,1300,2023,SE,FT,Data Scientist,170000,US,100,US,M
389,1105,2023,SE,FT,Data Scientist,370000,US,0,US,M
1455,707,2023,EX,FT,Data Scientist,200000,US,0,US,M
2844,1855,2022,SE,FT,Data Scientist,272550,US,100,US,M
2853,1846,2022,SE,FT,Data Scientist,51000,US,100,US,M
162,1336,2023,MI,FT,Data Scientist,115360,US,100,US,M
2854,1845,2022,SE,FT,Data Scientist,126500,US,100,US,M
1469,866,2023,SE,FT,Data Scientist,149076,US,0,US,M
1468,867,2023,SE,FT,Data Scientist,82365,US,0,US,M
2855,1844,2022,MI,FT,Data Scientist,127500,US,100,US,M
2856,1843,2022,MI,FT,Data Scientist,150000,US,100,US,M
1463,786,2023,SE,FT,Data Scientist,159832,US,0,US,M
2843,1856,2022,SE,FT,Data Scientist,198200,US,100,US,M
163,1335,2023,MI,FT,Data Scientist,151410,US,100,US,M
392,1074,2023,SE,FT,Data Scientist,90700,US,0,US,M
2842,1857,2022,MI,FT,Data Scientist,94560,FR,100,FR,M
1483,851,2023,MI,FT,Data Scientist,64385,FR,50,FR,M
2861,1881,2022,SE,FT,Data Scientist,120000,US,0,US,M
388,1106,2023,SE,FT,Data Scientist,245000,US,0,US,M
2866,1887,2022,SE,FT,Data Scientist,155000,US,0,US,M
2840,1859,2022,SE,FT,Data Scientist,220000,US,0,US,M
2839,1860,2022,SE,FT,Data Scientist,146000,US,0,US,M
2841,1858,2022,MI,FT,Data Scientist,52533,FR,100,FR,M
2190,2768,2022,SE,FT,Data Scientist,191475,US,100,US,M
1504,888,2023,MI,FT,Data Scientist,150000,US,100,US,M
2677,2050,2022,SE,FT,Data Scientist,128000,US,0,US,M
2707,2046,2022,SE,FT,Data Scientist,47280,ES,0,ES,M
352,1100,2023,SE,FT,Data Scientist,200160,US,0,US,M
2706,2047,2022,SE,FT,Data Scientist,37824,ES,0,ES,M
1611,566,2023,SE,FT,Data Scientist,183500,US,100,US,M
1612,565,2023,SE,FT,Data Scientist,275300,US,100,US,M
188,1252,2023,MI,FT,Data Scientist,120000,US,0,US,M
2700,2000,2022,EX,FT,Data Scientist,130000,US,100,US,M
1617,560,2023,MI,FT,Data Scientist,80481,IE,0,IE,M
1618,559,2023,MI,FT,Data Scientist,96578,IE,0,IE,M
189,1251,2023,MI,FT,Data Scientist,170000,US,0,US,M
1623,554,2023,EX,FT,Data Scientist,100000,US,0,US,M
1624,553,2023,EX,FT,Data Scientist,145000,US,0,US,M
1627,550,2023,SE,FT,Data Scientist,183500,US,100,US,M
1628,549,2023,SE,FT,Data Scientist,275300,US,100,US,M
2676,2051,2022,SE,FT,Data Scientist,81500,US,0,US,M
2824,2140,2022,SE,FT,Data Scientist,37824,ES,0,ES,M
2675,2052,2022,SE,FT,Data Scientist,173000,US,100,US,M
1636,483,2023,SE,FT,Data Scientist,198200,US,100,US,M
1637,482,2023,SE,FT,Data Scientist,297300,US,100,US,M
2673,2081,2022,MI,FT,Data Scientist,180000,US,0,US,M
2672,2082,2022,MI,FT,Data Scientist,120000,US,0,US,M
2661,2093,2022,MI,FT,Data Scientist,63040,FR,100,FR,M
2660,2094,2022,MI,FT,Data Scientist,52533,FR,100,FR,M
1650,468,2023,SE,FT,Data Scientist,160000,US,0,US,M
1651,467,2023,SE,FT,Data Scientist,195000,US,0,US,M
1654,464,2023,SE,FT,Data Scientist,135000,US,0,US,M
1655,463,2023,SE,FT,Data Scientist,170000,US,0,US,M
1656,462,2023,SE,FT,Data Scientist,190000,CA,0,CA,M
1657,461,2023,SE,FT,Data Scientist,258000,CA,0,CA,M
2653,2101,2022,SE,FT,Data Scientist,130000,US,0,US,M
1604,542,2023,SE,FT,Data Scientist,132000,US,100,US,M
1601,519,2023,SE,FT,Data Scientist,275300,US,100,US,M
1600,520,2023,SE,FT,Data Scientist,183000,US,100,US,M
2723,2029,2022,EN,FT,Data Scientist,74540,US,0,US,M
2821,2143,2022,SE,FT,Data Scientist,140000,US,100,US,M
2819,2144,2022,SE,FT,Data Scientist,120000,US,100,US,M
2818,2146,2022,SE,FT,Data Scientist,70000,US,0,US,M
2815,2150,2022,MI,FT,Data Scientist,64090,DE,0,DE,M
2814,2151,2022,MI,FT,Data Scientist,60938,DE,0,DE,M
1519,843,2023,SE,FT,Data Scientist,186300,US,100,US,M
2809,2156,2022,MI,FT,Data Scientist,130000,US,100,US,M
2808,2145,2022,SE,FT,Data Scientist,110000,US,0,US,M
2807,2157,2022,MI,FT,Data Scientist,90000,US,100,US,M
2805,2130,2022,SE,FT,Data Scientist,129300,US,0,US,M
2803,2107,2022,MI,FT,Data Scientist,120000,US,100,US,M
1448,714,2023,SE,FT,Data Scientist,205000,US,0,US,M
1545,789,2023,MI,FT,Data Scientist,128750,US,0,US,M
2783,2129,2022,SE,FT,Data Scientist,185900,US,0,US,M
1559,831,2023,SE,FT,Data Scientist,148750,US,0,US,M
1560,830,2023,SE,FT,Data Scientist,175000,US,0,US,M
1565,825,2023,MI,FT,Data Scientist,150000,US,100,US,M
1566,824,2023,MI,FT,Data Scientist,200000,US,100,US,M
1567,823,2023,SE,FT,Data Scientist,153300,US,0,US,M
1568,822,2023,SE,FT,Data Scientist,210550,US,0,US,M
366,1073,2023,SE,FT,Data Scientist,147100,US,0,US,M
364,1099,2023,SE,FT,Data Scientist,300240,US,0,US,M
1579,541,2023,SE,FT,Data Scientist,173000,US,100,US,M
1586,534,2023,SE,FT,Data Scientist,129300,US,0,US,M
1587,533,2023,SE,FT,Data Scientist,185900,US,0,US,M
2729,2104,2022,SE,FT,Data Scientist,152000,US,0,US,M
2728,2103,2022,SE,FT,Data Scientist,203500,US,0,US,M
2727,2102,2022,SE,FT,Data Scientist,95000,US,0,US,M
2724,2028,2022,EN,FT,Data Scientist,124234,US,0,US,M
